date,asset_ticker,asset_type,open,high,low,close,volume
2024-10-12,BTC,digital_currency,62518.75000000,63474.25000000,62464.15000000,63187.47000000,3943.90648994
2024-10-11,BTC,digital_currency,60279.53000000,63416.70000000,60029.98000000,62518.75000000,11454.99005340
2024-10-10,BTC,digital_currency,60578.28000000,61271.59000000,58863.90000000,60279.53000000,10462.57962276
2024-10-09,BTC,digital_currency,62118.44000000,62507.68000000,60255.00000000,60578.28000000,7582.36723494
2024-10-08,BTC,digital_currency,62203.82000000,63191.05000000,61824.48000000,62122.02000000,6566.33034742
2024-10-07,BTC,digital_currency,62810.93000000,64467.02000000,62113.28000000,62200.28000000,10707.15000150
2024-10-06,BTC,digital_currency,62051.29000000,62978.75000000,61805.85000000,62810.86000000,2086.21821773
2024-10-05,BTC,digital_currency,62090.70000000,62380.04000000,61686.34000000,62051.29000000,1783.56564961
2024-10-04,BTC,digital_currency,60745.00000000,62481.00000000,60454.50000000,62090.71000000,7884.21831808
2024-10-03,BTC,digital_currency,60631.36000000,61474.92000000,59824.87000000,60744.99000000,7834.55718072
2024-10-02,BTC,digital_currency,60792.63000000,62380.34000000,59969.20000000,60631.37000000,8764.03050337
2024-10-01,BTC,digital_currency,63305.52000000,64106.75000000,60150.89000000,60790.00000000,15970.80295516
2024-09-30,BTC,digital_currency,65600.01000000,65624.95000000,62833.95000000,63301.25000000,10629.74147917
2024-09-29,BTC,digital_currency,65857.33000000,66059.00000000,65433.29000000,65600.01000000,2721.35197741
2024-09-28,BTC,digital_currency,65787.53000000,66266.39000000,65400.00000000,65858.99000000,2755.22680581
2024-09-27,BTC,digital_currency,65176.39000000,66550.00000000,64827.85000000,65789.00000000,9529.01688080
2024-09-26,BTC,digital_currency,63131.13000000,65865.00000000,62652.99000000,65177.21000000,12789.85035505
2024-09-25,BTC,digital_currency,64272.93000000,64811.00000000,62932.80000000,63130.89000000,5909.09510453
2024-09-24,BTC,digital_currency,63338.85000000,64700.00000000,62689.15000000,64272.93000000,8933.46473574
2024-09-23,BTC,digital_currency,63580.39000000,64739.67000000,62566.28000000,63338.87000000,7014.74459935
2024-09-22,BTC,digital_currency,63362.74000000,64000.00000000,62380.55000000,63577.66000000,2882.23419820
2024-09-21,BTC,digital_currency,63210.94000000,63575.63000000,62755.00000000,63362.74000000,1960.85712028
2024-09-20,BTC,digital_currency,62956.04000000,64140.67000000,62340.00000000,63210.69000000,10636.10828090
2024-09-19,BTC,digital_currency,61770.38000000,63891.82000000,61569.16000000,62960.14000000,15075.86835522
2024-09-18,BTC,digital_currency,60317.38000000,61800.00000000,59174.50000000,61769.18000000,11471.50683029
2024-09-17,BTC,digital_currency,58209.76000000,61373.41000000,57620.27000000,60312.60000000,11701.89074715
2024-09-16,BTC,digital_currency,59122.70000000,59214.15000000,57477.00000000,58208.75000000,7654.10991835
2024-09-15,BTC,digital_currency,60012.34000000,60402.34000000,58695.75000000,59122.33000000,3975.35681850
2024-09-14,BTC,digital_currency,60543.35000000,60660.00000000,59436.80000000,60012.35000000,3147.39019631
2024-09-13,BTC,digital_currency,58137.33000000,60670.00000000,57630.01000000,60543.35000000,11935.95544754
2024-09-12,BTC,digital_currency,57352.92000000,58600.00000000,57311.15000000,58137.54000000,10175.62390483
2024-09-11,BTC,digital_currency,57641.15000000,58014.35000000,55534.41000000,57352.79000000,11678.94297124
2024-09-10,BTC,digital_currency,57047.82000000,58050.35000000,56377.76000000,57645.59000000,6433.21371111
2024-09-09,BTC,digital_currency,54881.10000000,58119.97000000,54565.56000000,57053.90000000,10203.03329517
2024-09-08,BTC,digital_currency,54159.60000000,55315.95000000,53623.95000000,54881.11000000,3684.86816392
2024-09-07,BTC,digital_currency,53950.00000000,54847.00000000,53733.10000000,54156.33000000,3284.57722628
2024-09-06,BTC,digital_currency,56156.82000000,56995.00000000,52530.00000000,53950.01000000,18495.45064356
2024-09-05,BTC,digital_currency,57971.00000000,58326.12000000,55628.04000000,56156.82000000,12281.57828747
2024-09-04,BTC,digital_currency,57460.50000000,58531.25000000,55555.00000000,57971.00000000,13715.96171494
2024-09-03,BTC,digital_currency,59138.89000000,59825.70000000,57394.49000000,57468.84000000,8264.44971184
2024-09-02,BTC,digital_currency,57291.21000000,59423.00000000,57119.01000000,59139.83000000,4318.65446030
2024-09-01,BTC,digital_currency,58968.37000000,59070.55000000,57200.00000000,57299.00000000,4411.05388122
2024-08-31,BTC,digital_currency,59117.59000000,59446.99000000,58739.31000000,58968.37000000,1368.21775121
2024-08-30,BTC,digital_currency,59353.12000000,59929.63000000,57700.00000000,59112.77000000,9382.91245080
2024-08-29,BTC,digital_currency,59047.94000000,61194.09000000,58729.39000000,59364.47000000,10933.22040343
2024-08-28,BTC,digital_currency,59437.68000000,60236.98000000,57851.62000000,59045.88000000,10001.12169866
2024-08-27,BTC,digital_currency,62840.09000000,63226.26000000,58025.49000000,59439.64000000,14195.89496578
2024-08-26,BTC,digital_currency,64250.01000000,64509.36000000,62806.80000000,62840.00000000,10741.96651081
2024-08-25,BTC,digital_currency,64179.63000000,65050.08000000,63793.74000000,64251.93000000,4012.30764642
2024-08-24,BTC,digital_currency,64091.63000000,64529.78000000,63564.22000000,64179.63000000,5020.91676004
2024-08-23,BTC,digital_currency,60383.28000000,64987.00000000,60343.20000000,64086.72000000,17852.77117167
2024-08-22,BTC,digital_currency,61167.54000000,61430.48000000,59750.00000000,60383.29000000,9608.69553680
2024-08-21,BTC,digital_currency,59017.59000000,61849.98000000,58793.89000000,61163.28000000,13380.11101719
2024-08-20,BTC,digital_currency,59455.81000000,61457.03000000,58571.96000000,59017.59000000,11062.05279919
2024-08-19,BTC,digital_currency,58436.20000000,59639.81000000,57820.00000000,59452.67000000,8539.29378706
2024-08-18,BTC,digital_currency,59497.49000000,60284.99000000,58422.00000000,58437.90000000,4325.64817169
2024-08-17,BTC,digital_currency,58888.99000000,59711.02000000,58803.45000000,59497.49000000,2787.56355634
2024-08-16,BTC,digital_currency,57543.57000000,59871.61000000,57096.56000000,58888.99000000,11930.21788221
2024-08-15,BTC,digital_currency,58690.62000000,59883.49000000,56120.00000000,57543.61000000,14506.63316989
2024-08-14,BTC,digital_currency,60603.19000000,61827.20000000,58453.56000000,58690.62000000,12938.61473824
2024-08-13,BTC,digital_currency,59358.78000000,61615.43000000,58402.01000000,60603.19000000,10879.76363828
2024-08-12,BTC,digital_currency,58717.44000000,60721.77000000,57653.31000000,59358.78000000,12183.92944247
2024-08-11,BTC,digital_currency,60935.01000000,61868.69000000,58312.63000000,58722.49000000,5229.37008498
2024-08-10,BTC,digital_currency,60864.71000000,61500.00000000,60255.61000000,60935.02000000,3157.63609699
2024-08-09,BTC,digital_currency,61704.05000000,61764.38000000,59552.46000000,60862.13000000,11569.80744379
2024-08-08,BTC,digital_currency,55144.14000000,62755.24000000,54737.32000000,61705.58000000,20623.04985861
2024-08-07,BTC,digital_currency,56048.07000000,57757.15000000,54564.15000000,55148.10000000,13971.51518710
2024-08-06,BTC,digital_currency,54037.90000000,57091.16000000,53965.57000000,56048.08000000,16897.67519536
2024-08-05,BTC,digital_currency,58131.31000000,58282.83000000,49050.01000000,54029.12000000,59125.78926672
2024-08-04,BTC,digital_currency,60674.93000000,61082.30000000,57123.00000000,58130.95000000,10319.01091658
2024-08-03,BTC,digital_currency,61418.06000000,62171.58000000,59819.13000000,60674.93000000,8019.39450918
2024-08-02,BTC,digital_currency,65293.48000000,65557.86000000,61150.00000000,61418.06000000,15390.00963957
2024-08-01,BTC,digital_currency,64609.61000000,65593.56000000,62212.81000000,65288.18000000,15636.72205775
2024-07-31,BTC,digital_currency,66169.68000000,66837.40000000,64500.00000000,64609.62000000,8986.37529253
2024-07-30,BTC,digital_currency,66767.14000000,66994.15000000,65283.68000000,66169.68000000,8733.57157991
2024-07-29,BTC,digital_currency,68244.30000000,70000.00000000,66400.01000000,66771.45000000,13641.48475825
2024-07-28,BTC,digital_currency,67901.81000000,68308.82000000,67021.80000000,68244.30000000,3505.54836910
2024-07-27,BTC,digital_currency,67921.46000000,69418.15000000,66635.28000000,67899.41000000,10233.62198513
2024-07-26,BTC,digital_currency,65795.52000000,68216.66000000,65705.60000000,67924.08000000,9315.20918753
2024-07-25,BTC,digital_currency,65358.86000000,66161.98000000,63412.46000000,65795.42000000,10452.25571747
2024-07-24,BTC,digital_currency,65939.24000000,67131.17000000,65090.61000000,65366.40000000,7702.25551129
2024-07-23,BTC,digital_currency,67560.03000000,67786.84000000,65444.30000000,65939.24000000,10791.03782177
2024-07-22,BTC,digital_currency,68181.16000000,68495.00000000,66569.42000000,67558.22000000,11844.79119584
2024-07-21,BTC,digital_currency,67163.82000000,68380.00000000,65820.18000000,68181.28000000,6027.86201344
2024-07-20,BTC,digital_currency,66707.61000000,67635.00000000,66271.00000000,67163.83000000,4671.38885135
